regimen_id,disease_key,disease_name,ICD10,complaint_key,role,tier,default_row,product_id,drug_name,composition,BDS,sig,duration,dispense,caution,side_effect,clinical_readiness,fast_mode_allowed,evidence_status,source_status,blocked_reason,missing_requirements,next_action,old_runtime_status,source_runtime_path,row_source,issue_id,severity,issue_type,recommended_action,coverage_id,source_pack_id,final_verification_status,final_clinical_readiness,final_fast_mode_allowed,final_rx_role,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,exact_evidence_missing,exact_block_reason,exact_next_action,can_show_in_main_builder,can_show_in_peds_page,can_show_in_swaps,catalog_only_reason,pediatric_unlock_status,antibiotic_unlock_status,antiviral_unlock_status,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap
FRM0034,bacterial_pharyngitis_adult,Bacterial pharyngitis / tonsillitis,,CI0094,RX NOW,RX1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,2 strips (20 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,antibiotic source-linked rule; product manual review; verified guideline source,antibiotic source-linked rule; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[93].r[0].m[0],regimen,,,,,coverage_8524c2072626,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0058,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,,CI0164,RX NOW,RX1,True,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,BDS001491,apply thinly BID,7–14 days,1 tube (15 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[163].r[0].m[0],regimen,,,,,coverage_58d240a36547,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0058,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,,CI0165,RX NOW,RX1,True,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,BDS001491,apply thinly BID,7–14 days,1 tube (15 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[164].r[0].m[0],regimen,,,,,coverage_5b6a67e5a9eb,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0058,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,,CI0166,RX NOW,RX1,True,BDS001491,Canasone C.B. Cream [Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w],Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,BDS001491,apply thinly BID,7–14 days,1 tube (15 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[165].r[0].m[0],regimen,,,,,coverage_e5715097e0f9,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0059,impetigo_localized_adult,Localized impetigo (topical-first),,CI0167,RX NOW,RX1,True,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],Gentamicin 1 mg./1 g.,BDS002003,apply thinly TID–QID to lesion,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[166].r[0].m[0],regimen,,,,,coverage_8b1f93fc5f58,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0059,impetigo_localized_adult,Localized impetigo (topical-first),,CI0167,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,1 strip (10 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[166].r[0].m[2],regimen,,,,,coverage_b9311e80dbb5,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,true,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0059,impetigo_localized_adult,Localized impetigo (topical-first),,CI0168,RX NOW,RX1,True,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],Gentamicin 1 mg./1 g.,BDS002003,apply thinly TID–QID to lesion,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[167].r[0].m[0],regimen,,,,,coverage_b1bd651ab889,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0059,impetigo_localized_adult,Localized impetigo (topical-first),,CI0168,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,1 strip (10 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[167].r[0].m[2],regimen,,,,,coverage_2e943e84d6de,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,true,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0059,impetigo_localized_adult,Localized impetigo (topical-first),,CI0169,RX NOW,RX1,True,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],Gentamicin 1 mg./1 g.,BDS002003,apply thinly TID–QID to lesion,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[168].r[0].m[0],regimen,,,,,coverage_d65ac0474dde,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0059,impetigo_localized_adult,Localized impetigo (topical-first),,CI0169,SWAP,SWAP1,True,BDS002201,Ibiamox 500 mg [Amoxicillin 500 mg.],Amoxicillin 500 mg.,BDS002201,1 cap PO TID,5 days,1 strip (10 caps),,,manual_review_required,False,pending_source_collection,pending_manual_review,bacterial indication criteria; product manual review; verified guideline source,bacterial indication criteria; product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[168].r[0].m[2],regimen,,,,,coverage_210cc42c076c,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,true,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0060,minor_wound_care_adult,Minor wound care support,,CI0170,RX NOW,RX2,False,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],Gentamicin 1 mg./1 g.,BDS002003,apply thinly to small superficial wound if infected-looking,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[169].r[0].m[1],regimen,,,,,coverage_a4946039311e,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0060,minor_wound_care_adult,Minor wound care support,,CI0171,RX NOW,RX2,False,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],Gentamicin 1 mg./1 g.,BDS002003,apply thinly to small superficial wound if infected-looking,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[170].r[0].m[1],regimen,,,,,coverage_bad1808d0244,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0060,minor_wound_care_adult,Minor wound care support,,CI0172,RX NOW,RX2,False,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],Gentamicin 1 mg./1 g.,BDS002003,apply thinly to small superficial wound if infected-looking,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[171].r[0].m[1],regimen,,,,,coverage_408cec716022,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,false,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
FRM0074,superficial_abrasion_adult,Superficial abrasion,,CI0212,SWAP,SWAP1,True,BDS002003,Garamycin Cream [Gentamicin 1 mg./1 g.],Gentamicin 1 mg./1 g.,BDS002003,apply thinly if infected-looking superficial abrasion,5 days,1 tube (5 g),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,"add accepted antibiotic/RDU guideline with criteria, dose, duration",pending_source_collection,data/core/app_seed_runtime.json:cp[211].r[0].m[1],regimen,,,,,coverage_20a8a14695c0,antibiotic_stewardship_aware,blocked_antibiotic_missing_criteria,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,adult_dose_source; antibiotic_criteria_source; disease_strategy_source; duration_source,antibiotic disease criteria/dose/duration source incomplete,"add accepted antibiotic/RDU guideline with criteria, dose, duration",true,false,true,,not_applicable,blocked_antibiotic_missing_criteria,not_applicable,blocked,keep_blocked_or_manual_review,antibiotic disease criteria/dose/duration source incomplete,true
