disease_id,display_name,complaints,regimen_ids,manual_review,source_runtime_path
acute_sore_throat_no_abx,Acute sore throat no antibiotic,"{""age_group"": ""adult_or_peds"", ""complaint"": ""sore throat"", ""complaint_group"": ""ENT/ID"", ""complaint_id"": ""PATCH_CI_NICE_MULTI_20260516_048"", ""disease_id"": ""acute_sore_throat_no_abx"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""sore throat"", ""notes"": ""low score default"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_SORE_THROAT_NOABX_20260516,True,data/core/opd_fast_index.json:index[10]
acute_watery_diarrhea_adult,acute_watery_diarrhea_adult,"{""complaint"": ""acute watery diarrhea"", ""complaint_id"": ""CI0006"", ""disease_id"": ""acute_watery_diarrhea_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""watery diarrhea"", ""complaint_id"": ""CI0020"", ""disease_id"": ""acute_watery_diarrhea_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""diarrhea"", ""complaint_id"": ""CI0021"", ""disease_id"": ""acute_watery_diarrhea_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0004,True,data/core/opd_fast_index.json:index[11]
acute_watery_diarrhea_peds,acute_watery_diarrhea_peds,"{""complaint"": ""diarrhea 5 yr bw 20 kg"", ""complaint_id"": ""CI0010"", ""disease_id"": ""acute_watery_diarrhea_peds"", ""manual_review"": true, ""match_type"": ""shortcut"", ""priority"": 1, ""source_status"": ""legacy_unverified""}",FRM0008,True,data/core/opd_fast_index.json:index[12]
acute_watery_diarrhea_peds_rehydration,acute_watery_diarrhea_peds_rehydration,"{""complaint"": ""rehydration diarrhea child"", ""complaint_id"": ""CI0245"", ""disease_id"": ""acute_watery_diarrhea_peds_rehydration"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""child ors support"", ""complaint_id"": ""CI0246"", ""disease_id"": ""acute_watery_diarrhea_peds_rehydration"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""watery diarrhea child rehydration"", ""complaint_id"": ""CI0247"", ""disease_id"": ""acute_watery_diarrhea_peds_rehydration"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0085,True,data/core/opd_fast_index.json:index[13]
allergic_conjunctivitis,allergic conjunctivitis,"{""complaint"": ""allergic conjunctivitis"", ""complaint_id"": ""CMP_ALLERGIC_CONJUNCTIVITIS"", ""disease_id"": ""allergic_conjunctivitis"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[14]
allergic_conjunctivitis_adult,allergic_conjunctivitis_adult,"{""complaint"": ""allergic conjunctivitis"", ""complaint_id"": ""CI0086"", ""disease_id"": ""allergic_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""itchy red eye allergy"", ""complaint_id"": ""CI0087"", ""disease_id"": ""allergic_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""itchy watery eyes"", ""complaint_id"": ""CI0088"", ""disease_id"": ""allergic_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0032,True,data/core/opd_fast_index.json:index[15]
allergic_rhinitis,allergic rhinitis,"{""complaint"": ""allergic rhinitis"", ""complaint_id"": ""CMP_ALLERGIC_RHINITIS"", ""disease_id"": ""allergic_rhinitis"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[16]
allergic_rhinitis_adult,Allergic rhinitis,"{""complaint"": ""allergic rhinitis"", ""complaint_id"": ""CI0001"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""age_group"": ""adult"", ""complaint"": ""allergic rhinitis"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_AR_001"", ""disease_id"": ""allergic_rhinitis_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""allergic rhinitis"", ""notes"": ""existing key evidence update"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""hay fever"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_AR_002"", ""disease_id"": ""allergic_rhinitis_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""hay fever"", ""notes"": ""allergic rhinitis alias"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""sneezing itchy nose"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_AR_003"", ""disease_id"": ""allergic_rhinitis_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""sneezing itchy nose"", ""notes"": ""allergic rhinitis alias"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""ภูมิแพ้จมูก"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_AR_009"", ""disease_id"": ""allergic_rhinitis_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""ภูมิแพ้จมูก"", ""notes"": ""Thai AR alias"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""complaint"": ""runny nose"", ""complaint_id"": ""CI0002"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""runny nose allergy"", ""complaint_id"": ""CI0011"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sneezing"", ""complaint_id"": ""CI0012"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}; {""complaint"": ""itchy nose"", ""complaint_id"": ""CI0013"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}; {""complaint"": ""blocked nose"", ""complaint_id"": ""CI0014"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}; {""complaint"": ""nasal congestion"", ""complaint_id"": ""CI0015"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0001; PATCH_FRM_AR_ADULT_20260516,True,data/core/opd_fast_index.json:index[17]
allergic_rhinitis_congestion_adult,Allergic rhinitis with prominent congestion,"{""complaint"": ""allergic rhinitis with congestion"", ""complaint_id"": ""CI0113"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""age_group"": ""adult"", ""complaint"": ""allergic rhinitis with congestion"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_ARC_001"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""allergic rhinitis with congestion"", ""notes"": ""Thai AR CPG patch reviewed"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""adult"", ""complaint"": ""rhinitis with blocked nose"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_AR_004"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""rhinitis with blocked nose"", ""notes"": ""congestion phenotype"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""complaint"": ""blocked nose allergy"", ""complaint_id"": ""CI0114"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""age_group"": ""adult"", ""complaint"": ""blocked nose allergy"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_ARC_002"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""blocked nose allergy"", ""notes"": ""Thai AR CPG patch reviewed"", ""priority"": 2, ""source_status"": ""pending_manual_review""}; {""complaint"": ""allergy nose blocked"", ""complaint_id"": ""CI0115"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0041; PATCH_FRM_AR_CONG_20260516,True,data/core/opd_fast_index.json:index[18]
allergic_rhinitis_peds,Pediatric allergic rhinitis,"{""complaint"": ""allergic rhinitis child"", ""complaint_id"": ""CI0248"", ""disease_id"": ""allergic_rhinitis_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""age_group"": ""peds"", ""complaint"": ""allergic rhinitis child"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_ARP_001"", ""disease_id"": ""allergic_rhinitis_peds"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""allergic rhinitis child"", ""notes"": ""Thai AR CPG pediatric age-band patch"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""peds"", ""complaint"": ""child allergic rhinitis"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_ARP_002"", ""disease_id"": ""allergic_rhinitis_peds"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""child allergic rhinitis"", ""notes"": ""Thai AR CPG pediatric age-band patch"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""peds"", ""complaint"": ""ภูมิแพ้จมูก เด็ก"", ""complaint_group"": ""ENT"", ""complaint_id"": ""PATCH_CI_ARP_003"", ""disease_id"": ""allergic_rhinitis_peds"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""alias"", ""normalized_input"": ""ภูมิแพ้จมูก เด็ก"", ""notes"": ""Thai AR CPG pediatric age-band patch"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""complaint"": ""child allergic rhinitis"", ""complaint_id"": ""CI0249"", ""disease_id"": ""allergic_rhinitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""runny nose allergy child"", ""complaint_id"": ""CI0250"", ""disease_id"": ""allergic_rhinitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0086; PATCH_FRM_AR_PEDS_20260516,True,data/core/opd_fast_index.json:index[19]
animal_bite,animal bite,"{""complaint"": ""animal bite"", ""complaint_id"": ""CMP_ANIMAL_BITE"", ""disease_id"": ""animal_bite"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[20]
aphthous_ulcer,aphthous ulcer,"{""complaint"": ""aphthous ulcer"", ""complaint_id"": ""CMP_APHTHOUS_ULCER"", ""disease_id"": ""aphthous_ulcer"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[21]
aphthous_ulcer_pain_adult,aphthous_ulcer_pain_adult,"{""complaint"": ""aphthous ulcer"", ""complaint_id"": ""CI0176"", ""disease_id"": ""aphthous_ulcer_pain_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""painful mouth ulcer"", ""complaint_id"": ""CI0177"", ""disease_id"": ""aphthous_ulcer_pain_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""canker sore"", ""complaint_id"": ""CI0178"", ""disease_id"": ""aphthous_ulcer_pain_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0062,True,data/core/opd_fast_index.json:index[22]
asthma_child_5_11_chronic_management,Asthma chronic management child 5–11,"{""age_group"": ""peds"", ""complaint"": ""child asthma"", ""complaint_group"": ""Respiratory"", ""complaint_id"": ""PATCH_CI_NICE_BIGBATCH_20260516_007"", ""disease_id"": ""asthma_child_5_11_chronic_management"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""child asthma"", ""notes"": ""peds asthma"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_ASTHMA_CHILD_5_11_20260516,True,data/core/opd_fast_index.json:index[23]
asthma_over12_chronic_management,Asthma chronic management age ≥12,"{""age_group"": ""adult_or_over12"", ""complaint"": ""asthma/asthma med review"", ""complaint_group"": ""Respiratory"", ""complaint_id"": ""PATCH_CI_NICE_BIGBATCH_20260516_006"", ""disease_id"": ""asthma_over12_chronic_management"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""asthma med review"", ""notes"": ""chronic asthma"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_ASTHMA_OVER12_20260516,True,data/core/opd_fast_index.json:index[24]
atopic_eczema_child_mild,Atopic eczema in child: mild flare,"{""age_group"": ""peds"", ""complaint"": ""atopic eczema child"", ""complaint_group"": ""Dermatology"", ""complaint_id"": ""PATCH_CI_NICE_BATCH_20260516_009"", ""disease_id"": ""atopic_eczema_child_mild"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""atopic eczema child"", ""notes"": ""CG57 under 12"", ""priority"": 1, ""source_status"": ""pending_manual_review""}; {""age_group"": ""peds"", ""complaint"": ""eczema child"", ""complaint_group"": ""Dermatology"", ""complaint_id"": ""PATCH_CI_NICE_BATCH_20260516_010"", ""disease_id"": ""atopic_eczema_child_mild"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""exact"", ""normalized_input"": ""eczema child"", ""notes"": ""atopic eczema default"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_ATOPIC_MILD_CHILD_20260516,True,data/core/opd_fast_index.json:index[25]
atopic_eczema_child_moderate_flare,Atopic eczema in child: moderate flare,"{""age_group"": ""peds"", ""complaint"": ""eczema flare child"", ""complaint_group"": ""Dermatology"", ""complaint_id"": ""PATCH_CI_NICE_BATCH_20260516_011"", ""disease_id"": ""atopic_eczema_child_moderate_flare"", ""enabled"": true, ""import_source"": ""guideline_patch_20260516"", ""manual_review"": true, ""match_type"": ""semantic"", ""normalized_input"": ""eczema flare child"", ""notes"": ""moderate flare"", ""priority"": 1, ""source_status"": ""pending_manual_review""}",PATCH_FRM_NICE_ATOPIC_MOD_CHILD_20260516,True,data/core/opd_fast_index.json:index[26]
bacterial_conjunctivitis,bacterial conjunctivitis,"{""complaint"": ""bacterial conjunctivitis"", ""complaint_id"": ""CMP_BACTERIAL_CONJUNCTIVITIS"", ""disease_id"": ""bacterial_conjunctivitis"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[27]
bacterial_conjunctivitis_adult,bacterial_conjunctivitis_adult,"{""complaint"": ""bacterial conjunctivitis"", ""complaint_id"": ""CI0266"", ""disease_id"": ""bacterial_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sticky eye discharge"", ""complaint_id"": ""CI0267"", ""disease_id"": ""bacterial_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""purulent red eye"", ""complaint_id"": ""CI0268"", ""disease_id"": ""bacterial_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0092,True,data/core/opd_fast_index.json:index[28]
bacterial_conjunctivitis_peds,bacterial_conjunctivitis_peds,"{""complaint"": ""bacterial conjunctivitis child"", ""complaint_id"": ""CI0269"", ""disease_id"": ""bacterial_conjunctivitis_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sticky eye child"", ""complaint_id"": ""CI0270"", ""disease_id"": ""bacterial_conjunctivitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""purulent eye discharge child"", ""complaint_id"": ""CI0271"", ""disease_id"": ""bacterial_conjunctivitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0093,True,data/core/opd_fast_index.json:index[29]
bacterial_eyelid_infection_adult,bacterial_eyelid_infection_adult,"{""complaint"": ""stye bacterial"", ""complaint_id"": ""CI0272"", ""disease_id"": ""bacterial_eyelid_infection_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eyelid infection"", ""complaint_id"": ""CI0273"", ""disease_id"": ""bacterial_eyelid_infection_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""infected stye"", ""complaint_id"": ""CI0274"", ""disease_id"": ""bacterial_eyelid_infection_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0094,True,data/core/opd_fast_index.json:index[30]
